Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_dc_e""))",Chrome 73.0.3683.103,,2019-04-25 10:42:59,2019-04-25 10:43:00,0.075s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_dc_e""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:00,2019-04-25 10:43:00,0.151s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:00,2019-04-25 10:43:01,1.002s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_soc_f""))",Chrome 73.0.3683.103,,2019-04-25 10:43:01,2019-04-25 10:43:01,0.115s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_soc_f""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:01,2019-04-25 10:43:01,0.080s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_dc_f""))",Chrome 73.0.3683.103,,2019-04-25 10:43:01,2019-04-25 10:43:01,0.072s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_dc_f""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:01,2019-04-25 10:43:01,0.076s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:01,2019-04-25 10:43:02,1.003s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_soc_g""))",Chrome 73.0.3683.103,,2019-04-25 10:43:02,2019-04-25 10:43:02,0.090s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_soc_g""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:02,2019-04-25 10:43:02,0.077s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_dc_g""))",Chrome 73.0.3683.103,,2019-04-25 10:43:02,2019-04-25 10:43:02,0.073s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_dc_g""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:02,2019-04-25 10:43:02,0.075s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:02,2019-04-25 10:43:03,1.004s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_soc_h""))",Chrome 73.0.3683.103,,2019-04-25 10:43:03,2019-04-25 10:43:03,0.113s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_soc_h""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:03,2019-04-25 10:43:04,0.077s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_dc_h""))",Chrome 73.0.3683.103,,2019-04-25 10:43:04,2019-04-25 10:43:04,0.069s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0130_self-care_dc_h""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:04,2019-04-25 10:43:04,0.077s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-25 10:43:04,2019-04-25 10:43:09,5.001s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_a""))",Chrome 73.0.3683.103,,2019-04-25 10:43:09,2019-04-25 10:43:09,0.164s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_a""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:09,2019-04-25 10:43:09,0.082s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_a""))",Chrome 73.0.3683.103,,2019-04-25 10:43:09,2019-04-25 10:43:09,0.077s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_a""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:09,2019-04-25 10:43:09,0.081s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:09,2019-04-25 10:43:10,1.001s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_b""))",Chrome 73.0.3683.103,,2019-04-25 10:43:10,2019-04-25 10:43:10,0.133s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_b""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:10,2019-04-25 10:43:10,0.078s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_b""))",Chrome 73.0.3683.103,,2019-04-25 10:43:10,2019-04-25 10:43:10,0.074s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_b""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:10,2019-04-25 10:43:10,0.079s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:10,2019-04-25 10:43:11,1.001s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_c""))",Chrome 73.0.3683.103,,2019-04-25 10:43:11,2019-04-25 10:43:12,0.080s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_c""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:12,2019-04-25 10:43:12,0.083s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_c""))",Chrome 73.0.3683.103,,2019-04-25 10:43:12,2019-04-25 10:43:12,0.074s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_c""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:12,2019-04-25 10:43:12,0.128s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:12,2019-04-25 10:43:13,1.002s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_d""))",Chrome 73.0.3683.103,,2019-04-25 10:43:13,2019-04-25 10:43:13,0.119s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_d""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:13,2019-04-25 10:43:13,0.077s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_d""))",Chrome 73.0.3683.103,,2019-04-25 10:43:13,2019-04-25 10:43:13,0.071s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_d""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:13,2019-04-25 10:43:13,0.073s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:13,2019-04-25 10:43:14,1.001s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_e""))",Chrome 73.0.3683.103,,2019-04-25 10:43:14,2019-04-25 10:43:14,0.097s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_e""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:14,2019-04-25 10:43:14,0.116s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_e""))",Chrome 73.0.3683.103,,2019-04-25 10:43:14,2019-04-25 10:43:14,0.072s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_e""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:14,2019-04-25 10:43:15,0.102s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:15,2019-04-25 10:43:16,1.001s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_f""))",Chrome 73.0.3683.103,,2019-04-25 10:43:16,2019-04-25 10:43:16,0.089s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_f""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:16,2019-04-25 10:43:16,0.076s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_f""))",Chrome 73.0.3683.103,,2019-04-25 10:43:16,2019-04-25 10:43:16,0.072s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_f""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:16,2019-04-25 10:43:16,0.078s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:16,2019-04-25 10:43:17,1.003s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_g""))",Chrome 73.0.3683.103,,2019-04-25 10:43:17,2019-04-25 10:43:17,0.105s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_g""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:17,2019-04-25 10:43:17,0.075s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_g""))",Chrome 73.0.3683.103,,2019-04-25 10:43:17,2019-04-25 10:43:17,0.072s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_g""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:17,2019-04-25 10:43:17,0.073s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:17,2019-04-25 10:43:18,1.003s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_i""))",Chrome 73.0.3683.103,,2019-04-25 10:43:18,2019-04-25 10:43:18,0.129s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_i""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:18,2019-04-25 10:43:18,0.076s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_i""))",Chrome 73.0.3683.103,,2019-04-25 10:43:18,2019-04-25 10:43:19,0.071s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_i""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:19,2019-04-25 10:43:19,0.074s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:19,2019-04-25 10:43:20,1.002s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_j""))",Chrome 73.0.3683.103,,2019-04-25 10:43:20,2019-04-25 10:43:20,0.093s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_j""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:20,2019-04-25 10:43:20,0.075s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_j""))",Chrome 73.0.3683.103,,2019-04-25 10:43:20,2019-04-25 10:43:20,0.073s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_j""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:20,2019-04-25 10:43:20,0.077s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:20,2019-04-25 10:43:21,1.002s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_k""))",Chrome 73.0.3683.103,,2019-04-25 10:43:21,2019-04-25 10:43:21,0.109s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_k""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:21,2019-04-25 10:43:21,0.080s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_k""))",Chrome 73.0.3683.103,,2019-04-25 10:43:21,2019-04-25 10:43:21,0.077s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_k""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:21,2019-04-25 10:43:21,0.073s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:21,2019-04-25 10:43:22,1.001s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_l""))",Chrome 73.0.3683.103,,2019-04-25 10:43:22,2019-04-25 10:43:22,0.110s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_l""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:22,2019-04-25 10:43:22,0.077s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_l""))",Chrome 73.0.3683.103,,2019-04-25 10:43:22,2019-04-25 10:43:23,0.114s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_l""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:23,2019-04-25 10:43:23,0.090s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:23,2019-04-25 10:43:24,1.003s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_m""))",Chrome 73.0.3683.103,,2019-04-25 10:43:24,2019-04-25 10:43:24,0.116s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_m""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:24,2019-04-25 10:43:24,0.076s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_m""))",Chrome 73.0.3683.103,,2019-04-25 10:43:24,2019-04-25 10:43:24,0.074s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_m""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:24,2019-04-25 10:43:24,0.076s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:24,2019-04-25 10:43:25,1.002s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_n""))",Chrome 73.0.3683.103,,2019-04-25 10:43:25,2019-04-25 10:43:25,0.109s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_n""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:25,2019-04-25 10:43:25,0.079s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_n""))",Chrome 73.0.3683.103,,2019-04-25 10:43:25,2019-04-25 10:43:25,0.083s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_n""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:25,2019-04-25 10:43:25,0.084s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:25,2019-04-25 10:43:26,1.002s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_o""))",Chrome 73.0.3683.103,,2019-04-25 10:43:26,2019-04-25 10:43:26,0.090s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_o""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:26,2019-04-25 10:43:27,0.075s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_o""))",Chrome 73.0.3683.103,,2019-04-25 10:43:27,2019-04-25 10:43:27,0.078s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_o""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:27,2019-04-25 10:43:27,0.124s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:27,2019-04-25 10:43:28,1.002s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_p""))",Chrome 73.0.3683.103,,2019-04-25 10:43:28,2019-04-25 10:43:28,0.101s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_p""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:28,2019-04-25 10:43:28,0.073s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_p""))",Chrome 73.0.3683.103,,2019-04-25 10:43:28,2019-04-25 10:43:28,0.073s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_p""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:28,2019-04-25 10:43:28,0.076s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:28,2019-04-25 10:43:29,1.002s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_q""))",Chrome 73.0.3683.103,,2019-04-25 10:43:29,2019-04-25 10:43:29,0.098s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_q""), ""1"")",Chrome 73.0.3683.103,,2019-04-25 10:43:29,2019-04-25 10:43:29,0.092s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:29,2019-04-25 10:43:30,1.002s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_r""))",Chrome 73.0.3683.103,,2019-04-25 10:43:30,2019-04-25 10:43:30,0.119s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_r""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:30,2019-04-25 10:43:30,0.077s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_r""))",Chrome 73.0.3683.103,,2019-04-25 10:43:30,2019-04-25 10:43:30,0.070s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_r""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:30,2019-04-25 10:43:31,0.078s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:31,2019-04-25 10:43:32,1.002s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_rr1""))",Chrome 73.0.3683.103,,2019-04-25 10:43:32,2019-04-25 10:43:32,0.105s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_rr1""), ""1"")",Chrome 73.0.3683.103,,2019-04-25 10:43:32,2019-04-25 10:43:32,0.093s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:32,2019-04-25 10:43:33,1.002s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_s""))",Chrome 73.0.3683.103,,2019-04-25 10:43:33,2019-04-25 10:43:33,0.108s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_soc_s""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:33,2019-04-25 10:43:33,0.089s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_s""))",Chrome 73.0.3683.103,,2019-04-25 10:43:33,2019-04-25 10:43:33,0.137s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_dc_s""), ""06"")",Chrome 73.0.3683.103,,2019-04-25 10:43:33,2019-04-25 10:43:33,0.086s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 10:43:33,2019-04-25 10:43:34,1.001s,PASSED
"click(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_ss1""))",Chrome 73.0.3683.103,,2019-04-25 10:43:34,2019-04-25 10:43:34,0.085s,PASSED
"setText(findTestObject(""OASIS/ADLs-IADLs/adls_sectionGG/adls_GG0170C_ss1""), ""1"")",Chrome 73.0.3683.103,,2019-04-25 10:43:34,2019-04-25 10:43:34,0.091s,PASSED
delay(10),Chrome 73.0.3683.103,,2019-04-25 10:43:34,2019-04-25 10:43:44,10.001s,PASSED
